1	Q0	CACM-1657	1	0.33750585	LUCENE	N	0.0	0.0
1	Q0	CACM-1410	2	0.32017016	LUCENE	R	0.5	0.2
1	Q0	CACM-2319	3	0.3107554	LUCENE	N	0.33333334	0.2
1	Q0	CACM-1938	4	0.2908424	LUCENE	N	0.25	0.2
1	Q0	CACM-1827	5	0.2730184	LUCENE	N	0.2	0.2
1	Q0	CACM-2218	6	0.271191	LUCENE	N	0.16666667	0.2
1	Q0	CACM-2054	7	0.26818994	LUCENE	N	0.14285715	0.2
1	Q0	CACM-1844	8	0.25575674	LUCENE	N	0.125	0.2
1	Q0	CACM-2629	9	0.24144945	LUCENE	N	0.11111111	0.2
1	Q0	CACM-1605	10	0.24081405	LUCENE	R	0.2	0.4
1	Q0	CACM-2357	11	0.23914199	LUCENE	N	0.18181819	0.4
1	Q0	CACM-1591	12	0.22874153	LUCENE	N	0.16666667	0.4
1	Q0	CACM-1161	13	0.22769247	LUCENE	N	0.15384616	0.4
1	Q0	CACM-1033	14	0.22494456	LUCENE	N	0.14285715	0.4
1	Q0	CACM-2378	15	0.2191992	LUCENE	N	0.13333334	0.4
1	Q0	CACM-2379	16	0.21745546	LUCENE	N	0.125	0.4
1	Q0	CACM-1749	17	0.21408209	LUCENE	N	0.11764706	0.4
1	Q0	CACM-2535	18	0.21299793	LUCENE	N	0.11111111	0.4
1	Q0	CACM-1698	19	0.20960507	LUCENE	N	0.10526316	0.4
1	Q0	CACM-1487	20	0.2088071	LUCENE	N	0.1	0.4
1	Q0	CACM-2371	21	0.20749682	LUCENE	N	0.0952381	0.4
1	Q0	CACM-2541	22	0.20726359	LUCENE	N	0.09090909	0.4
1	Q0	CACM-2947	23	0.20592086	LUCENE	N	0.08695652	0.4
1	Q0	CACM-2950	24	0.20244622	LUCENE	N	0.083333336	0.4
1	Q0	CACM-1506	25	0.20209515	LUCENE	N	0.08	0.4
1	Q0	CACM-1519	26	0.19696885	LUCENE	N	0.07692308	0.4
1	Q0	CACM-2151	27	0.19587702	LUCENE	N	0.074074075	0.4
1	Q0	CACM-2501	28	0.19558522	LUCENE	N	0.071428575	0.4
1	Q0	CACM-2424	29	0.19448917	LUCENE	N	0.06896552	0.4
1	Q0	CACM-1572	30	0.19347432	LUCENE	R	0.1	0.6
1	Q0	CACM-2946	31	0.18897352	LUCENE	N	0.09677419	0.6
1	Q0	CACM-1908	32	0.18683851	LUCENE	N	0.09375	0.6
1	Q0	CACM-2632	33	0.18463594	LUCENE	N	0.09090909	0.6
1	Q0	CACM-2219	34	0.18462968	LUCENE	N	0.0882353	0.6
1	Q0	CACM-2344	35	0.18107706	LUCENE	N	0.08571429	0.6
1	Q0	CACM-1805	36	0.18029737	LUCENE	N	0.083333336	0.6
1	Q0	CACM-0637	37	0.17816485	LUCENE	N	0.08108108	0.6
1	Q0	CACM-1225	38	0.17750925	LUCENE	N	0.078947365	0.6
1	Q0	CACM-1544	39	0.17487586	LUCENE	N	0.07692308	0.6
1	Q0	CACM-1408	40	0.17399006	LUCENE	N	0.075	0.6
1	Q0	CACM-1523	41	0.17374736	LUCENE	N	0.07317073	0.6
1	Q0	CACM-1391	42	0.17296876	LUCENE	N	0.071428575	0.6
1	Q0	CACM-1752	43	0.17182368	LUCENE	N	0.069767445	0.6
1	Q0	CACM-2003	44	0.17017375	LUCENE	N	0.06818182	0.6
1	Q0	CACM-1647	45	0.16848633	LUCENE	N	0.06666667	0.6
1	Q0	CACM-2380	46	0.16596164	LUCENE	N	0.06521739	0.6
1	Q0	CACM-0585	47	0.16525848	LUCENE	N	0.06382979	0.6
1	Q0	CACM-1071	48	0.16205373	LUCENE	N	0.0625	0.6
1	Q0	CACM-1226	49	0.16161846	LUCENE	N	0.06122449	0.6
1	Q0	CACM-2764	50	0.1569391	LUCENE	N	0.06	0.6
1	Q0	CACM-1393	51	0.15568437	LUCENE	N	0.05882353	0.6
1	Q0	CACM-2948	52	0.15466574	LUCENE	N	0.057692308	0.6
1	Q0	CACM-1680	53	0.15207314	LUCENE	N	0.056603774	0.6
1	Q0	CACM-0698	54	0.151287	LUCENE	N	0.055555556	0.6
1	Q0	CACM-1685	55	0.15038346	LUCENE	N	0.054545455	0.6
